UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
100654, 1,"R",729,"R",3,"R",726,"R",213,"R",0,"R",213,"R",106,"R",1,"R",105,"R",35,"R",0,"R",35,"R",97,"R",0,"R",97,"R",28,"R",0,"R",28,"R",932,"R",4,"R",928,"R",276,"R",0,"R",276
100654, 2,"R",729,"R",3,"R",726,"R",213,"R",0,"R",213,"R",106,"R",1,"R",105,"R",35,"R",0,"R",35,"R",97,"R",0,"R",97,"R",28,"R",0,"R",28,"R",932,"R",4,"R",928,"R",276,"R",0,"R",276
100663, 1,"R",583,"R",2,"R",581,"R",313,"R",0,"R",313,"R",258,"R",1,"R",257,"R",141,"R",1,"R",142,"R",891,"R",2,"R",889,"R",638,"R",2,"R",640,"R",1732,"R",5,"R",1727,"R",1092,"R",3,"R",1095
100663, 2,"R",583,"R",2,"R",581,"R",313,"R",0,"R",313,"R",257,"R",1,"R",256,"R",141,"R",0,"R",141,"R",890,"R",2,"R",888,"R",638,"R",1,"R",639,"R",1730,"R",5,"R",1725,"R",1092,"R",1,"R",1093
100663, 3,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",2,"R",0,"R",2,"R",0,"R",2,"R",2
100690, 1,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1
100690, 2,"R",2,"Z",0,"R",2,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
100690, 3,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
100706, 1,"R",160,"R",0,"R",160,"R",66,"R",0,"R",66,"R",157,"R",0,"R",157,"R",82,"R",0,"R",82,"R",321,"R",0,"R",321,"R",220,"R",0,"R",220,"R",638,"R",0,"R",638,"R",368,"R",0,"R",368
100706, 2,"R",160,"Z",0,"R",160,"R",66,"R",0,"R",66,"R",157,"Z",0,"R",157,"R",82,"R",0,"R",82,"R",321,"Z",0,"R",321,"R",220,"R",0,"R",220,"R",638,"R",0,"R",638,"R",368,"R",0,"R",368
100724, 1,"R",1125,"R",0,"R",1125,"R",328,"R",0,"R",328,"R",105,"R",0,"R",105,"R",32,"R",0,"R",32,"R",287,"R",0,"R",287,"R",137,"R",0,"R",137,"R",1517,"R",0,"R",1517,"R",497,"R",0,"R",497
100724, 2,"R",1125,"Z",0,"R",1125,"R",328,"R",0,"R",328,"R",105,"Z",0,"R",105,"R",32,"R",0,"R",32,"R",287,"Z",0,"R",287,"R",137,"R",0,"R",137,"R",1517,"R",0,"R",1517,"R",497,"R",0,"R",497
100751, 1,"R",1145,"R",12,"R",1133,"R",631,"R",0,"R",631,"R",988,"R",4,"R",984,"R",647,"R",0,"R",647,"R",4295,"R",27,"R",4268,"R",3262,"R",0,"R",3262,"R",6428,"R",43,"R",6385,"R",4540,"R",0,"R",4540
100751, 2,"R",1145,"R",12,"R",1133,"R",631,"R",0,"R",631,"R",988,"R",4,"R",984,"R",647,"R",0,"R",647,"R",4295,"R",27,"R",4268,"R",3262,"R",0,"R",3262,"R",6428,"R",43,"R",6385,"R",4540,"R",0,"R",4540
100760, 4,"R",203,"Z",0,"R",203,"A",,"A",,"R",48,"R",32,"Z",0,"R",32,"A",,"A",,"R",5,"R",105,"Z",0,"R",105,"A",,"A",,"R",5,"R",340,"R",0,"R",340,"A",,"A",,"R",58
100830, 1,"R",299,"R",0,"R",299,"R",80,"R",0,"R",80,"R",86,"R",0,"R",86,"R",32,"R",0,"R",32,"R",204,"R",1,"R",203,"R",88,"R",0,"R",88,"R",589,"R",1,"R",588,"R",200,"R",0,"R",200
100830, 2,"R",299,"R",0,"R",299,"R",80,"R",0,"R",80,"R",86,"R",0,"R",86,"R",32,"R",0,"R",32,"R",204,"R",1,"R",203,"R",88,"R",0,"R",88,"R",589,"R",1,"R",588,"R",200,"R",0,"R",200
100858, 1,"R",482,"R",0,"R",482,"R",331,"R",0,"R",331,"R",539,"R",0,"R",539,"R",415,"R",0,"R",415,"R",2675,"R",5,"R",2670,"R",2174,"R",0,"R",2174,"R",3696,"R",5,"R",3691,"R",2920,"R",0,"R",2920
100858, 2,"R",482,"R",0,"R",482,"R",331,"R",0,"R",331,"R",539,"R",0,"R",539,"R",415,"R",0,"R",415,"R",2675,"R",5,"R",2670,"R",2174,"R",0,"R",2174,"R",3696,"R",5,"R",3691,"R",2920,"R",0,"R",2920
100937, 1,"R",72,"R",0,"R",72,"R",36,"R",0,"R",36,"R",127,"R",0,"R",127,"R",89,"R",0,"R",89,"R",157,"R",0,"R",157,"R",121,"R",0,"R",121,"R",356,"R",0,"R",356,"R",246,"R",0,"R",246
100937, 2,"R",72,"Z",0,"R",72,"R",36,"R",0,"R",36,"R",127,"Z",0,"R",127,"R",89,"R",0,"R",89,"R",157,"Z",0,"R",157,"R",121,"R",0,"R",121,"R",356,"R",0,"R",356,"R",246,"R",0,"R",246
101028, 4,"R",188,"Z",0,"R",188,"A",,"A",,"R",26,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",105,"Z",0,"R",105,"A",,"A",,"R",29,"R",293,"R",0,"R",293,"A",,"A",,"R",55
101116, 1,"R",21,"R",0,"R",21,"R",0,"R",1,"R",1,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",5,"R",0,"R",5,"R",0,"R",1,"R",1,"R",29,"R",0,"R",29,"R",1,"R",2,"R",3
101116, 2,"R",15,"Z",0,"R",15,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",4,"Z",0,"R",4,"Z",0,"R",0,"Z",0,"R",19,"R",0,"R",19,"R",0,"R",0,"R",0
101116, 3,"R",6,"Z",0,"R",6,"R",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",1,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",1,"R",1,"R",10,"R",0,"R",10,"R",1,"R",2,"R",3
101143, 4,"R",165,"Z",0,"R",165,"A",,"A",,"R",35,"R",9,"Z",0,"R",9,"A",,"A",,"R",2,"R",122,"Z",0,"R",122,"A",,"A",,"R",23,"R",296,"R",0,"R",296,"A",,"A",,"R",60
101161, 4,"R",564,"Z",0,"R",564,"A",,"A",,"R",69,"R",27,"Z",0,"R",27,"A",,"A",,"R",3,"R",452,"Z",0,"R",452,"A",,"A",,"R",97,"R",1043,"R",0,"R",1043,"A",,"A",,"R",169
101189, 1,"R",155,"R",1,"R",154,"R",35,"R",0,"R",35,"R",85,"R",0,"R",85,"R",38,"R",0,"R",38,"R",47,"R",0,"R",47,"R",21,"R",0,"R",21,"R",287,"R",1,"R",286,"R",94,"R",0,"R",94
101189, 2,"R",155,"R",1,"R",154,"R",35,"R",0,"R",35,"R",85,"R",0,"R",85,"R",38,"R",0,"R",38,"R",47,"R",0,"R",47,"R",21,"R",0,"R",21,"R",287,"R",1,"R",286,"R",94,"R",0,"R",94
101240, 4,"R",649,"Z",0,"R",649,"A",,"A",,"R",138,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",330,"Z",0,"R",330,"A",,"A",,"R",107,"R",979,"R",0,"R",979,"A",,"A",,"R",245
101277, 4,"R",59,"Z",0,"R",59,"A",,"A",,"R",49,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",9,"Z",0,"R",9,"A",,"A",,"R",4,"R",71,"R",0,"R",71,"A",,"A",,"R",56
101286, 4,"R",478,"Z",0,"R",478,"A",,"A",,"R",105,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",255,"Z",0,"R",255,"A",,"A",,"R",120,"R",733,"R",0,"R",733,"A",,"A",,"R",225
101295, 4,"R",499,"Z",0,"R",499,"A",,"A",,"R",188,"R",43,"Z",0,"R",43,"A",,"A",,"R",20,"R",365,"Z",0,"R",365,"A",,"A",,"R",194,"R",907,"R",0,"R",907,"A",,"A",,"R",402
101301, 4,"R",296,"Z",0,"R",296,"A",,"A",,"R",84,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",44,"Z",0,"R",44,"A",,"A",,"R",22,"R",340,"R",0,"R",340,"A",,"A",,"R",106
101365, 1,"R",21,"R",0,"R",21,"R",0,"R",6,"R",6,"R",3,"R",0,"R",3,"R",0,"R",1,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",25,"R",0,"R",25,"R",0,"R",7,"R",7
101365, 2,"R",2,"Z",0,"R",2,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
101365, 3,"R",19,"Z",0,"R",19,"Z",0,"R",6,"R",6,"R",3,"Z",0,"R",3,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"Z",0,"R",0,"R",0,"R",23,"R",0,"R",23,"R",0,"R",7,"R",7
101435, 1,"R",103,"R",0,"R",103,"R",42,"R",0,"R",42,"R",60,"R",2,"R",58,"R",33,"R",0,"R",33,"R",98,"R",0,"R",98,"R",53,"R",0,"R",53,"R",261,"R",2,"R",259,"R",128,"R",0,"R",128
101435, 2,"R",103,"R",0,"R",103,"R",42,"R",0,"R",42,"R",60,"R",2,"R",58,"R",33,"R",0,"R",33,"R",98,"R",0,"R",98,"R",53,"R",0,"R",53,"R",261,"R",2,"R",259,"R",128,"R",0,"R",128
101453, 1,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",2,"R",0,"R",2,"R",5,"R",0,"R",5,"R",4,"R",0,"R",4
101453, 2,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1,"R",0,"R",1,"R",3,"R",0,"R",3,"R",2,"R",0,"R",2
101453, 3,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2
101462, 4,"R",98,"Z",0,"R",98,"A",,"A",,"R",11,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",25,"Z",0,"R",25,"A",,"A",,"R",6,"R",123,"R",0,"R",123,"A",,"A",,"R",17
101471, 4,"R",38,"Z",0,"R",38,"A",,"A",,"R",19,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",200,"Z",0,"R",200,"A",,"A",,"R",52,"R",238,"R",0,"R",238,"A",,"A",,"R",71
101480, 1,"R",516,"R",0,"R",516,"R",173,"R",0,"R",173,"R",160,"R",0,"R",160,"R",65,"R",0,"R",65,"R",466,"R",0,"R",466,"R",234,"R",0,"R",234,"R",1142,"R",0,"R",1142,"R",472,"R",0,"R",472
101480, 2,"R",516,"Z",0,"R",516,"R",173,"R",0,"R",173,"R",160,"Z",0,"R",160,"R",65,"R",0,"R",65,"R",466,"Z",0,"R",466,"R",234,"R",0,"R",234,"R",1142,"R",0,"R",1142,"R",472,"R",0,"R",472
101505, 4,"R",535,"Z",0,"R",535,"A",,"A",,"R",71,"R",74,"Z",0,"R",74,"A",,"A",,"R",12,"R",470,"Z",0,"R",470,"A",,"A",,"R",80,"R",1079,"R",0,"R",1079,"A",,"A",,"R",163
101514, 4,"R",549,"Z",0,"R",549,"A",,"A",,"R",118,"R",56,"Z",0,"R",56,"A",,"A",,"R",15,"R",538,"Z",0,"R",538,"A",,"A",,"R",162,"R",1143,"R",0,"R",1143,"A",,"A",,"R",295
101541, 1,"R",36,"R",0,"R",36,"R",5,"R",0,"R",5,"R",12,"R",0,"R",12,"R",6,"R",0,"R",6,"R",18,"R",0,"R",18,"R",12,"R",1,"R",13,"R",66,"R",0,"R",66,"R",23,"R",1,"R",24
101541, 2,"R",33,"Z",0,"R",33,"R",5,"R",0,"R",5,"R",11,"Z",0,"R",11,"R",6,"R",0,"R",6,"R",18,"Z",0,"R",18,"R",12,"R",1,"R",13,"R",62,"R",0,"R",62,"R",23,"R",1,"R",24
101541, 3,"R",3,"Z",0,"R",3,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
101569, 4,"R",531,"Z",0,"R",531,"A",,"A",,"R",88,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",106,"Z",0,"R",106,"A",,"A",,"R",36,"R",637,"R",0,"R",637,"A",,"A",,"R",124
101587, 1,"R",236,"R",0,"R",236,"R",70,"R",2,"R",72,"R",67,"R",0,"R",67,"R",30,"R",0,"R",30,"R",71,"R",0,"R",71,"R",26,"R",3,"R",29,"R",374,"R",0,"R",374,"R",126,"R",5,"R",131
101587, 2,"R",207,"Z",0,"R",207,"R",60,"R",0,"R",60,"R",60,"Z",0,"R",60,"R",29,"R",0,"R",29,"R",62,"Z",0,"R",62,"R",26,"R",0,"R",26,"R",329,"R",0,"R",329,"R",115,"R",0,"R",115
101587, 3,"R",29,"Z",0,"R",29,"R",10,"R",2,"R",12,"R",7,"Z",0,"R",7,"R",1,"R",0,"R",1,"R",9,"Z",0,"R",9,"R",0,"R",3,"R",3,"R",45,"R",0,"R",45,"R",11,"R",5,"R",16
101602, 4,"R",301,"Z",0,"R",301,"A",,"A",,"R",101,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",113,"Z",0,"R",113,"A",,"A",,"R",55,"R",414,"R",0,"R",414,"A",,"A",,"R",156
101648, 4,"R",104,"Z",0,"R",104,"A",,"A",,"R",31,"R",26,"Z",0,"R",26,"A",,"A",,"R",10,"R",145,"Z",0,"R",145,"A",,"A",,"R",42,"R",275,"R",0,"R",275,"A",,"A",,"R",83
101675, 1,"R",364,"R",0,"R",364,"R",86,"R",0,"R",86,"R",16,"R",0,"R",16,"R",4,"R",0,"R",4,"R",24,"R",0,"R",24,"R",11,"R",0,"R",11,"R",404,"R",0,"R",404,"R",101,"R",0,"R",101
101675, 2,"R",364,"Z",0,"R",364,"R",86,"R",0,"R",86,"R",16,"Z",0,"R",16,"R",4,"R",0,"R",4,"R",24,"Z",0,"R",24,"R",11,"R",0,"R",11,"R",404,"R",0,"R",404,"R",101,"R",0,"R",101
101693, 1,"R",89,"R",0,"R",89,"R",43,"R",0,"R",43,"R",62,"R",0,"R",62,"R",34,"R",0,"R",34,"R",107,"R",3,"R",104,"R",63,"R",0,"R",63,"R",258,"R",3,"R",255,"R",140,"R",0,"R",140
101693, 2,"R",89,"R",0,"R",89,"R",43,"R",0,"R",43,"R",62,"R",0,"R",62,"R",34,"R",0,"R",34,"R",107,"R",3,"R",104,"R",63,"R",0,"R",63,"R",258,"R",3,"R",255,"R",140,"R",0,"R",140
101709, 1,"R",195,"R",0,"R",195,"R",95,"R",0,"R",95,"R",75,"R",0,"R",75,"R",46,"R",0,"R",46,"R",249,"R",0,"R",249,"R",145,"R",0,"R",145,"R",519,"R",0,"R",519,"R",286,"R",0,"R",286
101709, 2,"R",195,"Z",0,"R",195,"R",95,"R",0,"R",95,"R",75,"Z",0,"R",75,"R",46,"R",0,"R",46,"R",249,"Z",0,"R",249,"R",145,"R",0,"R",145,"R",519,"R",0,"R",519,"R",286,"R",0,"R",286
101736, 4,"R",487,"Z",0,"R",487,"A",,"A",,"R",83,"R",29,"Z",0,"R",29,"A",,"A",,"R",17,"R",235,"Z",0,"R",235,"A",,"A",,"R",78,"R",751,"R",0,"R",751,"A",,"A",,"R",178
101879, 1,"R",423,"R",0,"R",423,"R",156,"R",0,"R",156,"R",125,"R",0,"R",125,"R",66,"R",0,"R",66,"R",405,"R",0,"R",405,"R",241,"R",0,"R",241,"R",953,"R",0,"R",953,"R",463,"R",0,"R",463
101879, 2,"R",423,"Z",0,"R",423,"R",156,"R",0,"R",156,"R",125,"Z",0,"R",125,"R",66,"R",0,"R",66,"R",405,"Z",0,"R",405,"R",241,"R",0,"R",241,"R",953,"R",0,"R",953,"R",463,"R",0,"R",463
101897, 4,"R",272,"R",0,"R",272,"A",,"A",,"R",100,"R",28,"R",0,"R",28,"A",,"A",,"R",8,"R",188,"R",2,"R",186,"A",,"A",,"R",114,"R",488,"R",2,"R",486,"A",,"A",,"R",222
101912, 1,"R",177,"R",0,"R",177,"R",78,"R",2,"R",80,"R",84,"R",0,"R",84,"R",46,"R",0,"R",46,"R",104,"R",0,"R",104,"R",56,"R",4,"R",60,"R",365,"R",0,"R",365,"R",180,"R",6,"R",186
101912, 2,"R",176,"Z",0,"R",176,"R",78,"R",1,"R",79,"R",84,"Z",0,"R",84,"R",46,"R",0,"R",46,"R",103,"Z",0,"R",103,"R",56,"R",3,"R",59,"R",363,"R",0,"R",363,"R",180,"R",4,"R",184
101912, 3,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",2,"R",0,"R",2,"R",0,"R",2,"R",2
101994, 4,"R",46,"Z",0,"R",46,"A",,"A",,"R",10,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",20,"Z",0,"R",20,"A",,"A",,"R",9,"R",66,"R",0,"R",66,"A",,"A",,"R",19
102030, 4,"R",464,"Z",0,"R",464,"A",,"A",,"R",95,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",120,"Z",0,"R",120,"A",,"A",,"R",66,"R",584,"R",0,"R",584,"A",,"A",,"R",161
102049, 1,"R",103,"R",0,"R",103,"R",67,"R",0,"R",67,"R",126,"R",0,"R",126,"R",91,"R",0,"R",91,"R",526,"R",1,"R",525,"R",418,"R",0,"R",418,"R",755,"R",1,"R",754,"R",576,"R",0,"R",576
102049, 2,"R",103,"R",0,"R",103,"R",67,"R",0,"R",67,"R",126,"R",0,"R",126,"R",91,"R",0,"R",91,"R",526,"R",1,"R",525,"R",418,"R",0,"R",418,"R",755,"R",1,"R",754,"R",576,"R",0,"R",576
102058, 1,"R",203,"R",0,"R",203,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21,"R",0,"R",21,"R",0,"R",0,"R",0,"R",224,"R",0,"R",224,"R",4,"R",0,"R",4
102058, 2,"R",102,"Z",0,"R",102,"R",2,"R",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",0,"R",0,"R",0,"R",109,"R",0,"R",109,"R",2,"R",0,"R",2
102058, 3,"R",101,"Z",0,"R",101,"R",2,"R",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",14,"Z",0,"R",14,"R",0,"R",0,"R",0,"R",115,"R",0,"R",115,"R",2,"R",0,"R",2
102067, 4,"R",376,"Z",0,"R",376,"A",,"A",,"R",48,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",238,"Z",0,"R",238,"A",,"A",,"R",73,"R",614,"R",0,"R",614,"A",,"A",,"R",121
102076, 4,"R",351,"Z",0,"R",351,"A",,"A",,"R",126,"R",62,"Z",0,"R",62,"A",,"A",,"R",25,"R",156,"Z",0,"R",156,"A",,"A",,"R",77,"R",569,"R",0,"R",569,"A",,"A",,"R",228
102094, 1,"R",767,"R",0,"R",767,"R",300,"R",5,"R",305,"R",324,"R",0,"R",324,"R",154,"R",3,"R",157,"R",743,"R",0,"R",743,"R",380,"R",7,"R",387,"R",1834,"R",0,"R",1834,"R",834,"R",15,"R",849
102094, 2,"R",763,"Z",0,"R",763,"R",300,"R",3,"R",303,"R",320,"Z",0,"R",320,"R",154,"R",0,"R",154,"R",742,"Z",0,"R",742,"R",380,"R",7,"R",387,"R",1825,"R",0,"R",1825,"R",834,"R",10,"R",844
102094, 3,"R",4,"Z",0,"R",4,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"Z",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",0,"R",5,"R",5
102234, 1,"R",155,"R",0,"R",155,"R",75,"R",0,"R",75,"R",169,"R",0,"R",169,"R",100,"R",0,"R",100,"R",107,"R",0,"R",107,"R",65,"R",0,"R",65,"R",431,"R",0,"R",431,"R",240,"R",0,"R",240
102234, 2,"R",155,"Z",0,"R",155,"R",75,"R",0,"R",75,"R",169,"Z",0,"R",169,"R",100,"R",0,"R",100,"R",107,"Z",0,"R",107,"R",65,"R",0,"R",65,"R",431,"R",0,"R",431,"R",240,"R",0,"R",240
102270, 1,"R",118,"R",0,"R",118,"R",39,"R",0,"R",39,"R",19,"R",0,"R",19,"R",3,"R",0,"R",3,"R",25,"R",0,"R",25,"R",2,"R",0,"R",2,"R",162,"R",0,"R",162,"R",44,"R",0,"R",44
102270, 2,"R",118,"Z",0,"R",118,"R",39,"R",0,"R",39,"R",19,"Z",0,"R",19,"R",3,"R",0,"R",3,"R",25,"Z",0,"R",25,"R",2,"R",0,"R",2,"R",162,"R",0,"R",162,"R",44,"R",0,"R",44
102298, 1,"R",212,"R",0,"R",212,"R",83,"R",0,"R",83,"R",41,"R",0,"R",41,"R",4,"R",0,"R",4,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",256,"R",0,"R",256,"R",87,"R",0,"R",87
102298, 2,"R",212,"Z",0,"R",212,"R",83,"R",0,"R",83,"R",41,"Z",0,"R",41,"R",4,"R",0,"R",4,"R",3,"Z",0,"R",3,"R",0,"R",0,"R",0,"R",256,"R",0,"R",256,"R",87,"R",0,"R",87
102313, 4,"R",155,"Z",0,"R",155,"A",,"A",,"R",17,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",80,"Z",0,"R",80,"A",,"A",,"R",32,"R",235,"R",0,"R",235,"A",,"A",,"R",49
102368, 1,"R",644,"R",1,"R",643,"R",216,"R",14,"R",230,"R",225,"R",0,"R",225,"R",103,"R",5,"R",108,"R",665,"R",2,"R",663,"R",381,"R",8,"R",389,"R",1534,"R",3,"R",1531,"R",700,"R",27,"R",727
102368, 2,"R",601,"R",1,"R",600,"R",214,"R",7,"R",221,"R",217,"R",0,"R",217,"R",102,"R",3,"R",105,"R",663,"R",2,"R",661,"R",380,"R",7,"R",387,"R",1481,"R",3,"R",1478,"R",696,"R",17,"R",713
102368, 3,"R",43,"Z",0,"R",43,"R",2,"R",7,"R",9,"R",8,"Z",0,"R",8,"R",1,"R",2,"R",3,"R",2,"Z",0,"R",2,"R",1,"R",1,"R",2,"R",53,"R",0,"R",53,"R",4,"R",10,"R",14
102377, 1,"R",347,"R",0,"R",347,"R",334,"R",0,"R",334,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",297,"R",0,"R",297,"R",0,"R",0,"R",0,"R",644,"R",0,"R",644,"R",334,"R",0,"R",334
102377, 2,"R",347,"Z",0,"R",347,"R",334,"R",0,"R",334,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",297,"Z",0,"R",297,"R",0,"R",0,"R",0,"R",644,"R",0,"R",644,"R",334,"R",0,"R",334
102429, 4,"R",436,"R",1,"R",435,"A",,"A",,"R",78,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",234,"R",0,"R",234,"A",,"A",,"R",106,"R",670,"R",1,"R",669,"A",,"A",,"R",184
102553, 1,"R",492,"R",0,"R",492,"R",68,"R",19,"R",87,"R",96,"R",0,"R",96,"R",22,"R",4,"R",26,"R",828,"R",0,"R",828,"R",259,"R",36,"R",295,"R",1416,"R",0,"R",1416,"R",349,"R",59,"R",408
102553, 2,"R",304,"Z",0,"R",304,"R",59,"R",5,"R",64,"R",62,"Z",0,"R",62,"R",20,"R",1,"R",21,"R",625,"Z",0,"R",625,"R",238,"R",13,"R",251,"R",991,"R",0,"R",991,"R",317,"R",19,"R",336
102553, 3,"R",188,"Z",0,"R",188,"R",9,"R",14,"R",23,"R",34,"Z",0,"R",34,"R",2,"R",3,"R",5,"R",203,"Z",0,"R",203,"R",21,"R",23,"R",44,"R",425,"R",0,"R",425,"R",32,"R",40,"R",72
102580, 1,"R",4,"R",0,"R",4,"R",1,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",1,"R",1,"R",2,"R",10,"R",0,"R",10,"R",2,"R",2,"R",4
102580, 2,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2
102580, 3,"R",3,"Z",0,"R",3,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"Z",0,"R",1,"R",1,"R",8,"R",0,"R",8,"R",0,"R",2,"R",2
102614, 1,"R",228,"R",0,"R",228,"R",34,"R",18,"R",52,"R",66,"R",0,"R",66,"R",14,"R",5,"R",19,"R",481,"R",0,"R",481,"R",170,"R",30,"R",200,"R",775,"R",0,"R",775,"R",218,"R",53,"R",271
102614, 2,"R",89,"Z",0,"R",89,"R",26,"R",1,"R",27,"R",36,"Z",0,"R",36,"R",11,"R",0,"R",11,"R",343,"Z",0,"R",343,"R",157,"R",7,"R",164,"R",468,"R",0,"R",468,"R",194,"R",8,"R",202
102614, 3,"R",139,"Z",0,"R",139,"R",8,"R",17,"R",25,"R",30,"Z",0,"R",30,"R",3,"R",5,"R",8,"R",138,"Z",0,"R",138,"R",13,"R",23,"R",36,"R",307,"R",0,"R",307,"R",24,"R",45,"R",69
102632, 1,"R",58,"R",0,"R",58,"R",10,"R",2,"R",12,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0,"R",91,"R",0,"R",91,"R",12,"R",17,"R",29,"R",159,"R",0,"R",159,"R",22,"R",19,"R",41
102632, 2,"R",22,"Z",0,"R",22,"R",9,"R",0,"R",9,"R",3,"Z",0,"R",3,"R",0,"R",0,"R",0,"R",35,"Z",0,"R",35,"R",9,"R",4,"R",13,"R",60,"R",0,"R",60,"R",18,"R",4,"R",22
102632, 3,"R",36,"Z",0,"R",36,"R",1,"R",2,"R",3,"R",7,"Z",0,"R",7,"R",0,"R",0,"R",0,"R",56,"Z",0,"R",56,"R",3,"R",13,"R",16,"R",99,"R",0,"R",99,"R",4,"R",15,"R",19
